 TIME             FUK             MAJO            INU             NE93            BJT             MA2             XAN             ULN             SHR             MDJ             INCN      
      24.000 -0.40277380E-12 -0.12326706E-09 -0.15818734E-10 -0.17980483E-12 -0.55020605E-13 -0.73791806E-13  0.23129953E-13  0.23089303E-13  0.17509900E-12 -0.11403110E-11 -0.96546235E-12
      25.000 -0.31643086E-12 -0.14237151E-09 -0.17719483E-10 -0.17422870E-12 -0.14264228E-14 -0.93500019E-13  0.29624500E-13  0.24095882E-13  0.62333454E-13 -0.15036234E-11 -0.14824397E-11
      26.000 -0.10005224E-12 -0.16196303E-09 -0.20276220E-10 -0.16117455E-12 -0.88429078E-13 -0.11075338E-12  0.33322262E-13  0.24568394E-13  0.11342394E-13 -0.14400066E-11 -0.15161031E-11
      27.000 -0.26328223E-12 -0.18693765E-09 -0.22840723E-10 -0.24163728E-12 -0.17876617E-12 -0.12579416E-12  0.35933762E-13  0.29866012E-13 -0.12124333E-12 -0.15734096E-11 -0.14740197E-11
      28.000 -0.56601993E-12 -0.21494462E-09 -0.24735597E-10 -0.34226726E-12 -0.12869910E-12 -0.14812616E-12  0.42116334E-13  0.35727761E-13 -0.42267563E-12 -0.22308996E-11 -0.20164790E-11
      29.000 -0.47274330E-12 -0.24054187E-09 -0.26544914E-10 -0.35939458E-12 -0.83951557E-13 -0.17777516E-12  0.49921773E-13  0.36401544E-13 -0.76132177E-12 -0.27621646E-11 -0.27194547E-11
      30.000 -0.23832727E-12 -0.26605335E-09 -0.28851367E-10 -0.37251402E-12 -0.19546258E-12 -0.20512475E-12  0.54366353E-13  0.36171886E-13 -0.10673662E-11 -0.28347030E-11 -0.28994311E-11
      31.000 -0.42487906E-12 -0.29675660E-09 -0.30882198E-10 -0.49194056E-12 -0.31115626E-12 -0.23053400E-12  0.57391037E-13  0.40785126E-13 -0.15063705E-11 -0.31436777E-11 -0.30156594E-11
      32.000 -0.76108281E-12 -0.32924238E-09 -0.31863806E-10 -0.63591305E-12 -0.27544708E-12 -0.26439748E-12  0.64032535E-13  0.45429848E-13 -0.21802466E-11 -0.40453129E-11 -0.37950162E-11
      33.000 -0.65602230E-12 -0.35708137E-09 -0.32438127E-10 -0.69175169E-12 -0.25026993E-12 -0.30660549E-12  0.71994481E-13  0.43764509E-13 -0.29418598E-11 -0.48163911E-11 -0.47612346E-11
      34.000 -0.39763884E-12 -0.38350724E-09 -0.33207745E-10 -0.74860418E-12 -0.39948544E-12 -0.34659714E-12  0.75712377E-13  0.40442736E-13 -0.37134871E-11 -0.50964146E-11 -0.51634915E-11
      35.000 -0.60636194E-12 -0.41492350E-09 -0.33258320E-10 -0.92698625E-12 -0.55449878E-12 -0.38486435E-12  0.77271450E-13  0.41616254E-13 -0.46848977E-11 -0.56602323E-11 -0.55192769E-11
      36.000 -0.97575532E-12 -0.44706163E-09 -0.31724038E-10 -0.11357568E-11 -0.54679262E-12 -0.43277088E-12  0.82131919E-13  0.41896928E-13 -0.59740470E-11 -0.68960413E-11 -0.66291523E-11
      37.000 -0.85348387E-12 -0.47211653E-09 -0.29326051E-10 -0.12524247E-11 -0.55621098E-12 -0.49003101E-12  0.87748775E-13  0.34354124E-13 -0.74153095E-11 -0.79991920E-11 -0.79580946E-11
      38.000 -0.56488149E-12 -0.49330041E-09 -0.26685956E-10 -0.13769264E-11 -0.76058054E-12 -0.54502364E-12  0.88083393E-13  0.24073725E-13 -0.89211775E-11 -0.85786665E-11 -0.86809065E-11
      39.000 -0.79524733E-12 -0.51666253E-09 -0.22725410E-10 -0.16409185E-11 -0.97295408E-12 -0.59837669E-12  0.85429778E-13  0.17607597E-13 -0.10708680E-10 -0.94984574E-11 -0.93806397E-11
      40.000 -0.11985894E-11 -0.53637571E-09 -0.16479321E-10 -0.19427727E-11 -0.10108146E-11 -0.66250882E-12  0.85588091E-13  0.88523072E-14 -0.12913146E-10 -0.11181779E-10 -0.10939374E-10
      41.000 -0.10543775E-11 -0.54527295E-09 -0.87530631E-11 -0.21492902E-11 -0.10739393E-11 -0.73693258E-12  0.85529092E-13 -0.98119332E-14 -0.15345424E-10 -0.12732881E-10 -0.12755897E-10
